
 TIME,0 ,1 ,2 ,3 ,4 ,5 ,6 ,7 ,8 ,9 ,10 ,11 ,12 ,13 ,14 ,15 ,16 ,17 ,18 ,19 ,20 ,21 ,22 ,23 ,24 ,25 ,26 ,27 ,28 ,29 ,30 ,31 ,32 
 65,99970,99718,99707,99719,99795,99716,99741,99832,99756,99743,99730,99703,99705,99738,99811,99788,99732,99742,99742,99745,99718,99733,99757,99723,99797,99779,99757,99733,99747,99745,99721,99761
 70,99970,99695,99687,99707,99787,99696,99718,99815,99741,99738,99725,99693,99700,99733,99806,99783,99717,99737,99737,99737,99713,99725,99749,99710,99789,99774,99752,99728,99742,99728,99701,99746
 75,99970,99684,99676,99697,99782,99691,99713,99807,99736,99733,99720,99685,99695,99728,99801,99778,99712,99732,99732,99732,99708,99720,99744,99705,99784,99766,99747,99719,99734,99723,99694,99741
 80,99970,99664,99672,99692,99777,99686,99708,99802,99723,99720,99712,99668,99681,99710,99781,99773,99704,99724,99727,99727,99703,99715,99739,99700,99778,99761,99739,99714,99729,99715,99688,99733
 85,99970,99643,99652,99670,99772,99681,99703,99797,99713,99715,99707,99659,99671,99705,99776,99765,99699,99719,99719,99722,99695,99710,99734,99695,99773,99756,99734,99709,99724,99710,99683,99728
 90,99970,99620,99632,99658,99764,99673,99690,99792,99698,99710,99702,99649,99666,99700,99771,99760,99684,99714,99714,99714,99690,99702,99726,99682,99765,99751,99729,99704,99719,99705,99675,99723
 95,99970,99609,99621,99648,99759,99668,99685,99784,99693,99705,99697,99641,99661,99695,99766,99755,99679,99709,99709,99709,99685,99697,99721,99677,99760,99743,99724,99695,99711,99700,99668,99718
 100,99970,99589,99617,99643,99754,99663,99680,99779,99680,99692,99689,99624,99647,99687,99758,99750,99671,99701,99704,99704,99680,99692,99716,99672,99754,99738,99716,99690,99706,99692,99662,99710
 105,99970,99568,99597,99621,99749,99658,99675,99774,99670,99687,99684,99615,99637,99682,99753,99742,99666,99696,99696,99699,99672,99687,99711,99667,99749,99733,99711,99685,99701,99687,99657,99705
 110,99970,99545,99577,99609,99741,99650,99662,99769,99655,99682,99679,99605,99632,99677,99748,99737,99651,99691,99691,99691,99667,99679,99703,99654,99741,99728,99706,99680,99696,99682,99649,99700
 115,99970,99534,99566,99599,99736,99645,99657,99761,99650,99677,99674,99597,99627,99672,99743,99732,99646,99686,99686,99686,99662,99674,99698,99649,99736,99720,99701,99671,99688,99677,99642,99695
 120,99970,99514,99562,99594,99731,99640,99652,99756,99637,99664,99666,99580,99613,99664,99735,99727,99638,99678,99681,99681,99657,99669,99693,99644,99730,99715,99693,99666,99683,99669,99636,99687
 125,99940,99391,99360,99412,99614,99423,99519,99667,99507,99491,99465,99351,99407,99471,99618,99581,99459,99477,99477,99492,99441,99456,99532,99407,99641,99568,99524,99549,99530,99488,99519,99546
 130,99940,99378,99350,99405,99606,99392,99496,99662,99492,99486,99460,99346,99396,99461,99613,99576,99444,99472,99472,99484,99436,99448,99524,99394,99633,99563,99519,99544,99525,99473,99502,99541
 135,99940,99373,99339,99395,99601,99388,99491,99654,99487,99481,99455,99338,99381,99451,99608,99571,99439,99467,99467,99479,99426,99443,99519,99389,99628,99555,99514,99524,99507,99468,99494,99536
 140,99940,99363,99335,99390,99596,99383,99486,99649,99469,99468,99447,99321,99368,99443,99600,99566,99426,99459,99462,99474,99421,99437,99514,99379,99611,99550,99506,99519,99502,99460,99477,99518
 145,99940,99347,99315,99368,99591,99378,99481,99644,99459,99463,99442,99312,99358,99438,99595,99558,99421,99454,99454,99469,99413,99432,99509,99374,99606,99545,99501,99514,99497,99455,99472,99513
 150,99940,99329,99300,99356,99583,99364,99473,99639,99444,99458,99437,99302,99353,99428,99590,99553,99406,99449,99449,99461,99408,99424,99501,99361,99598,99540,99496,99509,99492,99450,99467,99508
 155,99940,99318,99283,99340,99578,99360,99468,99631,99439,99453,99432,99288,99343,99418,99585,99548,99401,99444,99444,99456,99398,99419,99496,99356,99593,99532,99491,99501,99484,99445,99459,99503
 160,99940,99303,99279,99335,99573,99355,99463,99626,99421,99440,99424,99271,99329,99410,99577,99543,99388,99436,99439,99451,99393,99413,99491,99346,99588,99527,99483,99496,99479,99437,99454,99495
 165,99940,99281,99259,99319,99568,99350,99458,99621,99411,99435,99419,99267,99324,99405,99572,99535,99383,99431,99431,99446,99385,99408,99486,99341,99583,99522,99478,99491,99474,99432,99449,99490
 170,99940,99268,99249,99306,99560,99336,99450,99616,99396,99430,99414,99257,99319,99395,99567,99530,99368,99426,99426,99438,99380,99400,99478,99328,99575,99517,99473,99486,99469,99427,99444,99485
 175,99940,99263,99232,99290,99555,99332,99445,99608,99391,99425,99409,99243,99303,99385,99562,99525,99363,99421,99421,99433,99370,99395,99473,99323,99570,99509,99468,99478,99461,99422,99436,99480
 180,99940,99236,99223,99280,99550,99327,99440,99603,99373,99412,99401,99221,99290,99377,99554,99520,99350,99413,99416,99428,99365,99389,99468,99313,99565,99504,99460,99473,99456,99414,99431,99472
 185,99916,99170,99101,99146,99421,99093,99283,99514,99248,99257,99232,99103,99108,99178,99437,99380,99171,99222,99208,99257,99149,99272,99353,99093,99478,99367,99295,99352,99279,99249,99314,99335
 190,99916,99170,99101,99131,99413,99093,99256,99509,99243,99252,99227,99103,99108,99161,99432,99375,99166,99217,99202,99249,99144,99252,99338,99093,99470,99362,99290,99347,99274,99232,99297,99320
 195,99916,99170,99101,99126,99408,99093,99251,99501,99238,99247,99222,99103,99108,99156,99427,99370,99161,99212,99197,99244,99139,99247,99333,99093,99465,99354,99285,99339,99266,99227,99289,99315
 200,99916,99170,99101,99121,99403,99093,99234,99496,99225,99234,99214,99103,99108,99141,99419,99365,99153,99204,99192,99239,99134,99242,99318,99093,99460,99349,99277,99334,99261,99219,99284,99300
 205,99916,99170,99101,99116,99398,99093,99229,99491,99220,99229,99209,99103,99108,99136,99414,99357,99148,99199,99183,99229,99126,99237,99313,99093,99455,99344,99272,99329,99256,99214,99279,99295
 210,99916,99170,99101,99101,99390,99093,99202,99486,99215,99224,99204,99103,99108,99119,99409,99352,99143,99194,99178,99221,99121,99229,99298,99093,99447,99339,99267,99324,99251,99209,99274,99280
 215,99916,99170,99101,99096,99385,99093,99197,99478,99210,99219,99199,99103,99108,99114,99404,99347,99138,99189,99173,99210,99111,99224,99293,99093,99442,99331,99262,99316,99243,99204,99266,99275
 220,99916,99170,99101,99091,99380,99093,99180,99473,99197,99206,99191,99103,99108,99099,99396,99342,99130,99181,99167,99206,99106,99219,99278,99093,99437,99326,99254,99311,99238,99196,99261,99260
 225,99916,99170,99101,99086,99375,99093,99175,99468,99192,99201,99186,99103,99108,99094,99391,99334,99125,99176,99159,99201,99098,99214,99273,99093,99432,99321,99249,99306,99233,99191,99256,99255
 230,99916,99170,99101,99071,99367,99093,99148,99463,99187,99196,99181,99103,99108,99077,99386,99329,99120,99171,99154,99193,99093,99206,99258,99093,99424,99316,99244,99301,99228,99186,99251,99240
 235,99916,99170,99101,99066,99362,99093,99143,99455,99182,99191,99176,99103,99108,99072,99381,99324,99115,99166,99149,99182,99083,99201,99253,99093,99419,99308,99239,99293,99220,99181,99243,99235
 240,99916,99170,99101,99061,99357,99093,99126,99450,99174,99183,99168,99103,99108,99057,99373,99319,99107,99158,99143,99172,99073,99196,99238,99093,99414,99303,99231,99288,99210,99173,99238,99220
 245,99886,99114,99041,99024,99300,99093,99085,99385,99071,99036,99067,99055,99048,99014,99290,99241,99012,98985,99050,99108,98985,99121,99185,99093,99347,99170,99140,99207,99063,99092,99153,99179
 250,99886,99114,99041,99009,99268,99093,99058,99380,99066,99031,99062,99055,99048,98997,99285,99236,99007,98980,99033,99093,98985,99094,99170,99093,99339,99165,99125,99190,99036,99063,99124,99164
 255,99886,99114,99041,98992,99239,99093,99041,99372,99061,99016,99045,99055,99048,98980,99280,99231,99002,98963,99016,99076,98985,99067,99165,99093,99334,99147,99108,99170,99009,99034,99092,99159
 260,99886,99114,99041,98987,99222,99093,99024,99367,99037,99003,99037,99055,99048,98965,99272,99226,98994,98955,99011,99071,98985,99052,99150,99093,99329,99142,99100,99165,98993,99014,99075,99144
 265,99886,99114,99041,98982,99217,99093,99019,99362,99033,98998,99032,99055,99048,98960,99267,99218,98989,98950,99003,99066,98985,99047,99145,99093,99324,99137,99095,99160,98988,99009,99070,99139
 270,99886,99114,99041,98967,99185,99093,98992,99357,99028,98993,99027,99055,99048,98943,99262,99213,98984,98945,98986,99051,98985,99020,99130,99093,99316,99132,99090,99155,98961,98980,99041,99124
 275,99886,99114,99041,98962,99168,99093,98987,99349,99023,98988,99022,99055,99048,98938,99257,99208,98979,98940,98981,99046,98985,99005,99125,99093,99311,99124,99085,99147,98946,98963,99021,99119
 280,99886,99114,99041,98957,99163,99093,98970,99344,99015,98980,99014,99055,99048,98923,99249,99203,98971,98932,98976,99041,98985,99000,99110,99093,99306,99119,99077,99142,98941,98955,99016,99104
 285,99886,99114,99041,98952,99158,99091,98965,99339,99010,98975,99009,99055,99048,98918,99244,99195,98966,98927,98968,99036,98985,98995,99105,99091,99301,99114,99072,99137,98936,98950,99011,99099
 290,99886,99114,99041,98937,99126,99071,98945,99334,99000,98970,99004,99055,99048,98901,99239,99190,98956,98922,98951,99021,98985,98965,99090,99071,99293,99109,99067,99132,98909,98921,98982,99084
 295,99886,99114,99041,98932,99109,99066,98940,99326,98995,98965,98999,99055,99048,98896,99234,99185,98951,98917,98946,99016,98985,98960,99085,99066,99288,99101,99062,99124,98894,98904,98974,99079
 300,99886,99114,99041,98927,99104,99049,98923,99321,98976,98952,98991,99055,99048,98881,99226,99180,98943,98909,98941,99011,98985,98955,99080,99061,99283,99096,99054,99119,98889,98896,98969,99071
 305,99862,99114,99041,98914,99073,98972,98845,99244,98942,98903,98952,99055,99048,98863,99133,99101,98881,98867,98881,98986,98985,98910,98973,98959,99236,99037,98981,99062,98864,98870,98893,98982
 310,99862,99114,99041,98899,99046,98949,98845,99239,98942,98898,98947,99055,99048,98863,99128,99096,98881,98867,98881,98971,98985,98890,98958,98959,99228,99032,98976,99057,98854,98870,98893,98967
 315,99862,99114,99041,98894,99041,98949,98845,99231,98942,98893,98942,99055,99048,98863,99123,99091,98881,98867,98881,98966,98985,98885,98953,98959,99223,99017,98959,99037,98854,98870,98893,98962
 320,99862,99114,99041,98889,99036,98949,98845,99226,98942,98885,98934,99055,99048,98863,99115,99086,98881,98867,98881,98961,98985,98868,98938,98959,99218,99012,98951,99032,98854,98870,98893,98947
 325,99862,99114,99041,98884,99031,98949,98845,99221,98942,98880,98929,99055,99048,98863,99110,99078,98881,98867,98881,98956,98985,98863,98933,98959,99213,99007,98946,99027,98854,98870,98893,98942
 330,99862,99114,99041,98869,99004,98949,98845,99216,98942,98875,98924,99055,99048,98863,99105,99073,98881,98867,98881,98941,98985,98843,98918,98959,99205,99002,98941,99022,98854,98870,98893,98927
 335,99862,99114,99041,98864,98999,98949,98845,99208,98942,98870,98919,99055,99048,98863,99100,99068,98881,98867,98881,98936,98985,98838,98913,98959,99200,98987,98924,99002,98854,98870,98893,98922
 340,99862,99114,99041,98859,98994,98949,98845,99203,98942,98862,98911,99055,99048,98863,99092,99063,98881,98867,98881,98931,98985,98821,98898,98959,99195,98982,98916,98997,98854,98870,98893,98907
 345,99862,99110,99039,98854,98989,98949,98845,99198,98942,98857,98906,99051,99045,98863,99087,99055,98881,98867,98881,98926,98985,98816,98893,98959,99190,98977,98911,98992,98854,98870,98893,98902
 350,99862,99102,99022,98836,98959,98949,98845,99193,98942,98852,98901,99046,99028,98863,99082,99050,98881,98867,98881,98908,98985,98796,98878,98959,99182,98972,98906,98987,98854,98870,98893,98887
 355,99862,99091,99017,98831,98954,98949,98845,99185,98942,98847,98896,99038,99023,98863,99077,99045,98881,98867,98881,98903,98982,98791,98873,98959,99177,98954,98889,98967,98854,98870,98893,98882
 360,99862,99087,99012,98826,98949,98949,98845,99180,98942,98839,98888,99027,99015,98863,99069,99040,98881,98867,98881,98898,98977,98774,98858,98959,99172,98949,98881,98962,98854,98870,98893,98867
 365,99832,99014,98906,98756,98888,98896,98845,99143,98884,98757,98758,98911,98913,98803,99020,98975,98881,98867,98881,98823,98888,98760,98831,98959,99129,98870,98792,98897,98854,98870,98893,98842
 370,99832,99006,98906,98756,98873,98884,98845,99138,98884,98757,98753,98911,98913,98803,99015,98970,98881,98867,98881,98815,98873,98760,98816,98959,99121,98865,98787,98892,98854,98870,98893,98827
 375,99832,99001,98906,98756,98868,98884,98845,99130,98884,98757,98748,98911,98913,98803,99010,98965,98881,98867,98881,98810,98868,98760,98811,98959,99116,98857,98782,98884,98854,98870,98893,98822
 380,99832,98996,98906,98756,98851,98884,98845,99125,98884,98757,98733,98911,98913,98803,99002,98960,98881,98867,98881,98793,98851,98760,98796,98959,99111,98852,98774,98879,98854,98870,98893,98807
 385,99832,98991,98906,98756,98836,98884,98845,99120,98884,98757,98716,98911,98913,98803,98985,98945,98881,98867,98881,98788,98836,98760,98779,98959,99106,98835,98757,98862,98854,98870,98893,98790
 390,99832,98983,98906,98756,98831,98884,98845,99115,98884,98757,98711,98911,98913,98803,98980,98940,98881,98867,98881,98780,98831,98760,98764,98959,99098,98830,98752,98857,98854,98870,98893,98775
 395,99832,98972,98906,98756,98826,98884,98845,99107,98884,98757,98706,98911,98913,98803,98975,98935,98881,98867,98881,98775,98826,98760,98759,98959,99093,98822,98747,98849,98854,98870,98893,98770
 400,99832,98968,98906,98756,98809,98884,98845,99102,98884,98757,98691,98911,98913,98803,98967,98930,98881,98867,98881,98758,98809,98760,98744,98959,99088,98817,98739,98844,98854,98870,98893,98755
 405,99832,98963,98906,98756,98794,98884,98844,99097,98884,98757,98679,98911,98913,98803,98950,98915,98877,98865,98874,98753,98794,98760,98727,98956,99083,98800,98722,98827,98854,98867,98891,98738
 410,99832,98955,98906,98756,98789,98884,98836,99092,98884,98757,98679,98911,98913,98803,98933,98900,98857,98843,98857,98745,98789,98760,98707,98936,99075,98777,98705,98810,98851,98862,98874,98721
 415,99832,98939,98906,98756,98784,98884,98831,99084,98884,98757,98679,98911,98913,98803,98928,98895,98852,98838,98852,98740,98772,98760,98702,98931,99070,98770,98700,98802,98836,98845,98866,98716
 420,99832,98929,98906,98756,98769,98884,98814,99079,98884,98757,98679,98911,98913,98803,98920,98890,98844,98830,98847,98735,98756,98760,98697,98926,99065,98760,98692,98797,98826,98837,98861,98708
 425,99814,98891,98906,98756,98742,98828,98745,99016,98838,98704,98659,98888,98913,98803,98853,98808,98751,98736,98782,98706,98748,98737,98613,98824,99004,98663,98648,98748,98763,98766,98770,98616
 430,99814,98883,98906,98756,98715,98828,98718,99011,98833,98699,98659,98872,98913,98803,98848,98803,98746,98736,98777,98686,98748,98705,98613,98824,98996,98658,98648,98743,98746,98749,98765,98616
 435,99814,98872,98906,98756,98698,98828,98713,99003,98828,98694,98659,98857,98913,98803,98843,98798,98741,98736,98762,98669,98748,98678,98613,98824,98991,98650,98648,98728,98719,98720,98750,98616
 440,99814,98863,98906,98756,98693,98828,98708,98998,98820,98676,98659,98852,98913,98803,98823,98781,98723,98736,98757,98664,98748,98673,98613,98824,98986,98645,98648,98723,98702,98705,98733,98616
 445,99814,98858,98906,98756,98688,98828,98703,98993,98810,98671,98659,98847,98913,98803,98818,98773,98718,98736,98742,98659,98748,98668,98613,98824,98981,98640,98648,98708,98697,98700,98728,98616
 450,99814,98850,98906,98756,98661,98828,98676,98988,98805,98654,98659,98831,98913,98803,98813,98768,98701,98736,98737,98639,98748,98652,98613,98824,98973,98635,98648,98703,98680,98683,98723,98616
 455,99814,98839,98906,98756,98644,98828,98671,98980,98800,98649,98659,98816,98913,98803,98808,98763,98696,98736,98722,98622,98748,98652,98613,98824,98968,98627,98648,98688,98661,98670,98708,98616
 460,99814,98830,98906,98756,98639,98828,98666,98975,98787,98641,98659,98811,98913,98803,98800,98758,98688,98736,98717,98617,98748,98652,98613,98824,98963,98622,98648,98683,98661,98670,98703,98616
 465,99814,98825,98899,98752,98634,98828,98661,98970,98782,98636,98659,98806,98910,98799,98795,98750,98683,98736,98702,98612,98748,98652,98613,98824,98958,98617,98648,98668,98661,98670,98698,98616
 470,99814,98812,98889,98727,98614,98828,98646,98965,98777,98619,98659,98786,98893,98782,98790,98745,98666,98736,98697,98592,98748,98652,98613,98824,98950,98612,98648,98663,98661,98670,98693,98616
 475,99814,98801,98884,98722,98609,98828,98641,98957,98772,98614,98659,98778,98888,98777,98785,98740,98661,98736,98682,98587,98748,98652,98613,98824,98945,98604,98648,98645,98661,98670,98678,98616
 480,99814,98792,98879,98717,98604,98828,98636,98952,98764,98606,98659,98761,98874,98769,98777,98735,98653,98736,98677,98582,98748,98652,98613,98824,98940,98599,98648,98640,98661,98670,98673,98616
 485,99802,98774,98770,98620,98517,98768,98592,98917,98720,98586,98599,98749,98777,98664,98688,98640,98637,98736,98622,98529,98680,98618,98613,98824,98919,98534,98588,98561,98633,98639,98638,98616
 490,99802,98774,98770,98620,98512,98768,98592,98912,98720,98586,98599,98749,98777,98664,98683,98635,98637,98736,98622,98529,98680,98618,98613,98824,98911,98529,98588,98556,98633,98639,98638,98616
 495,99802,98774,98770,98620,98495,98768,98592,98904,98720,98586,98599,98749,98777,98664,98666,98618,98637,98736,98622,98529,98680,98618,98613,98824,98906,98514,98588,98539,98633,98639,98638,98616
 500,99802,98774,98770,98620,98490,98768,98592,98899,98720,98586,98599,98749,98777,98664,98658,98613,98637,98736,98622,98529,98680,98618,98613,98824,98901,98509,98588,98534,98633,98639,98638,98616
 505,99802,98774,98770,98620,98485,98768,98592,98894,98720,98586,98599,98749,98777,98664,98641,98598,98637,98736,98622,98529,98680,98618,98613,98824,98896,98492,98588,98529,98633,98639,98638,98616
 510,99802,98774,98770,98620,98480,98768,98592,98889,98720,98586,98599,98749,98777,98664,98636,98593,98637,98736,98622,98529,98680,98618,98613,98824,98888,98487,98588,98524,98633,98639,98638,98616
 515,99802,98774,98770,98620,98463,98768,98592,98881,98720,98586,98599,98749,98777,98664,98619,98576,98637,98736,98622,98529,98680,98618,98613,98824,98883,98472,98588,98507,98633,98639,98638,98616
 520,99802,98774,98770,98620,98458,98768,98592,98876,98720,98586,98599,98749,98777,98664,98611,98571,98637,98736,98622,98529,98680,98618,98613,98824,98878,98467,98588,98502,98633,98639,98638,98616
 525,99802,98774,98770,98620,98453,98768,98592,98871,98720,98586,98599,98749,98777,98664,98594,98556,98637,98732,98622,98529,98680,98618,98610,98821,98873,98450,98588,98497,98633,98639,98638,98613
 530,99802,98774,98770,98620,98448,98768,98592,98866,98720,98586,98599,98749,98777,98664,98589,98551,98637,98727,98622,98529,98680,98618,98595,98801,98865,98445,98588,98492,98633,98639,98638,98598
 535,99802,98774,98770,98620,98431,98768,98592,98858,98720,98586,98599,98749,98777,98664,98572,98534,98637,98710,98622,98529,98680,98618,98578,98784,98860,98430,98588,98475,98633,98639,98638,98581
 540,99802,98774,98770,98620,98426,98768,98592,98853,98720,98586,98599,98749,98777,98664,98564,98529,98637,98702,98622,98529,98680,98618,98573,98779,98855,98425,98588,98470,98633,98639,98638,98573
 545,99790,98774,98770,98620,98421,98768,98592,98808,98697,98586,98599,98749,98777,98641,98513,98453,98596,98663,98622,98529,98680,98583,98508,98675,98806,98413,98588,98465,98633,98639,98638,98514
 550,99790,98774,98770,98620,98416,98768,98592,98803,98692,98586,98599,98749,98777,98636,98508,98448,98591,98658,98622,98529,98680,98575,98493,98675,98798,98413,98588,98460,98633,98639,98638,98499
 555,99790,98774,98770,98620,98411,98768,98592,98795,98687,98586,98599,98749,98777,98631,98503,98443,98586,98653,98622,98529,98680,98570,98488,98675,98793,98413,98588,98455,98633,98639,98638,98494
 560,99790,98774,98770,98620,98406,98768,98592,98790,98674,98586,98599,98749,98777,98623,98483,98426,98578,98635,98622,98529,98680,98565,98461,98675,98788,98413,98588,98450,98633,98639,98638,98467
 565,99790,98774,98770,98620,98401,98768,98592,98785,98669,98586,98599,98749,98777,98618,98478,98418,98573,98630,98622,98529,98680,98560,98456,98675,98783,98413,98588,98445,98633,98639,98638,98462
 570,99790,98774,98770,98620,98396,98768,98592,98780,98664,98586,98599,98749,98777,98613,98473,98413,98568,98625,98622,98529,98680,98552,98441,98675,98775,98413,98588,98440,98633,98639,98638,98447
 575,99790,98774,98770,98620,98391,98768,98592,98772,98659,98586,98599,98749,98777,98608,98468,98408,98563,98620,98622,98529,98680,98547,98436,98675,98770,98413,98588,98435,98633,98639,98638,98442
 580,99790,98774,98770,98620,98386,98768,98592,98767,98646,98586,98599,98749,98777,98600,98460,98403,98555,98612,98622,98529,98680,98542,98421,98675,98765,98413,98588,98430,98633,98639,98638,98427
 585,99790,98774,98770,98619,98381,98766,98591,98762,98641,98582,98596,98747,98774,98595,98455,98395,98550,98607,98620,98526,98680,98537,98416,98675,98760,98413,98584,98425,98633,98638,98636,98422
 590,99790,98774,98753,98601,98361,98746,98571,98757,98636,98577,98589,98725,98752,98573,98450,98390,98545,98602,98603,98506,98680,98517,98401,98675,98752,98413,98579,98408,98628,98633,98619,98407
 595,99790,98774,98748,98596,98356,98741,98566,98749,98631,98572,98584,98717,98747,98568,98445,98385,98540,98597,98598,98501,98677,98512,98396,98675,98747,98413,98574,98400,98620,98628,98611,98402
 600,99790,98758,98733,98591,98339,98731,98561,98744,98618,98554,98576,98706,98727,98555,98425,98368,98520,98589,98581,98496,98660,98507,98369,98675,98742,98413,98554,98395,98603,98608,98594,98375
 605,99754,98671,98639,98487,98269,98639,98457,98677,98556,98450,98486,98600,98635,98495,98336,98291,98466,98483,98483,98394,98562,98447,98353,98675,98689,98353,98448,98291,98499,98506,98502,98361
 610,99754,98663,98639,98487,98269,98639,98457,98672,98556,98450,98481,98600,98635,98495,98331,98286,98466,98483,98483,98394,98562,98447,98353,98675,98681,98353,98448,98291,98499,98506,98502,98361
 615,99754,98658,98639,98487,98269,98639,98457,98664,98556,98450,98476,98600,98635,98495,98326,98281,98466,98483,98483,98394,98562,98447,98353,98675,98676,98353,98448,98291,98499,98506,98502,98361
 620,99754,98653,98639,98487,98269,98639,98457,98659,98556,98450,98461,98600,98635,98495,98318,98276,98466,98483,98483,98394,98562,98447,98353,98675,98671,98353,98448,98291,98499,98506,98502,98361
 625,99754,98648,98639,98487,98269,98639,98457,98654,98556,98450,98444,98600,98635,98495,98301,98261,98466,98483,98483,98394,98562,98447,98353,98675,98666,98353,98448,98291,98499,98506,98502,98361
 630,99754,98640,98639,98487,98269,98639,98457,98649,98556,98450,98439,98600,98635,98495,98296,98256,98466,98483,98483,98394,98562,98447,98353,98675,98658,98353,98448,98291,98499,98506,98502,98361
 635,99754,98635,98639,98487,98269,98639,98457,98641,98556,98450,98434,98600,98635,98495,98291,98251,98466,98483,98483,98394,98562,98447,98353,98675,98653,98353,98448,98291,98499,98506,98502,98361
 640,99754,98630,98639,98487,98269,98639,98457,98636,98556,98450,98419,98600,98635,98495,98283,98246,98466,98483,98483,98394,98562,98447,98353,98675,98648,98353,98448,98291,98499,98506,98502,98361
 645,99754,98625,98639,98487,98269,98639,98457,98631,98556,98450,98402,98600,98635,98495,98266,98231,98466,98483,98483,98394,98562,98447,98353,98675,98643,98353,98448,98291,98499,98506,98502,98361
 650,99754,98617,98639,98487,98269,98639,98457,98626,98556,98450,98397,98600,98635,98495,98261,98226,98466,98483,98483,98394,98562,98447,98353,98675,98635,98353,98448,98291,98499,98506,98502,98361
 655,99754,98612,98639,98487,98269,98639,98457,98618,98556,98450,98392,98600,98635,98495,98256,98221,98466,98483,98483,98394,98562,98447,98353,98675,98630,98353,98448,98291,98499,98506,98502,98361
 660,99754,98607,98639,98487,98269,98639,98457,98613,98556,98450,98377,98600,98635,98495,98248,98216,98466,98483,98483,98394,98562,98447,98353,98671,98625,98353,98448,98291,98499,98506,98502,98361
 665,99742,98602,98639,98487,98269,98639,98457,98576,98556,98450,98368,98600,98635,98495,98219,98172,98455,98483,98483,98394,98562,98447,98296,98580,98590,98353,98448,98291,98499,98506,98502,98301
 670,99742,98594,98639,98487,98269,98639,98457,98571,98556,98450,98363,98600,98635,98495,98214,98172,98450,98483,98483,98394,98562,98447,98288,98572,98582,98353,98448,98291,98499,98506,98502,98301
 675,99742,98589,98639,98487,98269,98639,98457,98563,98556,98450,98358,98600,98635,98495,98209,98172,98445,98483,98483,98394,98562,98447,98283,98567,98577,98353,98448,98291,98499,98506,98502,98301
 680,99742,98584,98639,98487,98269,98639,98457,98558,98556,98450,98331,98600,98635,98495,98182,98172,98430,98483,98483,98394,98562,98447,98278,98562,98572,98353,98448,98291,98499,98506,98502,98301
 685,99742,98579,98639,98487,98269,98639,98457,98553,98556,98450,98326,98600,98635,98495,98177,98172,98425,98483,98483,98394,98562,98447,98273,98557,98567,98353,98448,98291,98499,98506,98502,98301
 690,99742,98571,98639,98487,98269,98639,98457,98548,98556,98450,98309,98600,98635,98495,98160,98172,98409,98483,98483,98394,98562,98447,98265,98544,98559,98353,98448,98291,98499,98506,98502,98301
